"detail_id","name","prefecture","address","geocode_address","latitude","longitude","start_date","status_text","detail_url"
"7483","河内郵便局","長野県","〒395-0302 長野県下伊那郡阿智村伍和４６４８","長野県下伊那郡阿智村伍和４６４８","35.413975","137.739594","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7483"
"7484","伊賀良郵便局","長野県","〒395-0157 長野県飯田市大瀬木３９９１－２","長野県飯田市大瀬木３９９１－２","35.492157","137.78569","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7484"
"7485","神原郵便局","長野県","〒399-1202 長野県下伊那郡天龍村神原１０９９－２","長野県下伊那郡天龍村神原１０９９－２","35.25169","137.798035","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7485"
"7486","富草郵便局","長野県","〒399-1505 長野県下伊那郡阿南町富草３９２２－１","長野県下伊那郡阿南町富草３９２２－１","35.360031","137.805511","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7486"
"7487","陽皐郵便局","長野県","〒399-2102 長野県下伊那郡下條村陽皐２００５－６","長野県下伊那郡下條村陽皐２００５－６","35.37244","137.764191","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7487"
"7488","越後明治郵便局","新潟県","〒942-0299 新潟県上越市頸城区森本１５２５－１","新潟県上越市頸城区森本１５２５－１","37.175659","138.350296","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7488"
"7489","頸城郵便局","新潟県","〒942-0199 新潟県上越市頸城区百間町３８７","新潟県上越市頸城区百間町３８７","37.184536","138.329681","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7489"
"7490","谷浜郵便局","新潟県","〒949-1701 新潟県上越市長浜１３７１－１","新潟県上越市長浜１３７１－１","37.161385","138.166962","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7490"
"7491","松代郵便局","新潟県","〒942-1599 新潟県十日町市松代３３７４－１６","新潟県十日町市松代３３７４－１６","37.133778","138.607941","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7491"
"7492","松之山郵便局","新潟県","〒942-1499 新潟県十日町市松之山１５９８－７","新潟県十日町市松之山１５９８－７","37.082775","138.60112","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7492"
"7493","大島郵便局","新潟県","〒942-1211 新潟県上越市大島区大島１０５７","新潟県上越市大島区大島１０５７","37.123451","138.500092","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7493"
"7494","菱里郵便局","新潟県","〒942-0599 新潟県上越市安塚区二本木７７８－３","新潟県上越市安塚区二本木７７８－３","37.080276","138.479202","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7494"
"7495","安塚郵便局","新潟県","〒942-0411 新潟県上越市安塚区安塚７５０－１","新潟県上越市安塚区安塚７５０－１","37.137478","138.44899","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7495"
"7496","牧村郵便局","新潟県","〒943-0699 新潟県上越市牧区柳島４２８","新潟県上越市牧区柳島４２８","37.078068","138.384338","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7496"
"7497","上杉郵便局","新潟県","〒943-0305 新潟県上越市三和区岡田９４１－１","新潟県上越市三和区岡田９４１－１","37.12579","138.380463","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7497"
"7498","川浦郵便局","新潟県","〒943-0227 新潟県上越市三和区番町１７２５－２","新潟県上越市三和区番町１７２５－２","37.11713","138.319672","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7498"
"7499","妙高高原郵便局","新潟県","〒949-2199 新潟県妙高市関川７２０－５","新潟県妙高市関川７２０－５","36.868858","138.203918","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7499"
"7500","関山郵便局","新潟県","〒949-2299 新潟県妙高市関山島田１５８６－１","新潟県妙高市関山島田１５８６－１","36.928406","138.148727","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7500"
"7501","中郷郵便局","新潟県","〒949-2399 新潟県上越市中郷区坂本１０３－４","新潟県上越市中郷区坂本１０３－４","36.986919","138.234604","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7501"
"7502","猿橋郵便局","新潟県","〒944-0341 新潟県妙高市猿橋５９１－１","新潟県妙高市猿橋５９１－１","36.952328","138.273102","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7502"
"7503","北条郵便局","新潟県","〒949-3799 新潟県柏崎市北条２８９１－１","新潟県柏崎市北条２８９１－１","37.341778","138.637894","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7503"
"7504","高柳郵便局","新潟県","〒945-1502 新潟県柏崎市高柳町岡野町１７６５－１","新潟県柏崎市高柳町岡野町１７６５－１","37.225124","138.636169","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7504"
"7505","田尻郵便局","新潟県","〒945-1399 新潟県柏崎市安田１４８７","新潟県柏崎市安田１４８７","37.351818","138.602875","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7505"
"7506","野田郵便局","新潟県","〒945-1241 新潟県柏崎市野田４７１","新潟県柏崎市野田４７１","37.270035","138.565231","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7506"
"7507","新道郵便局","新潟県","〒945-1199 新潟県柏崎市新道４６９０","新潟県柏崎市新道４６９０","37.327389","138.562393","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7507"
"7508","石地郵便局","新潟県","〒949-4201 新潟県柏崎市西山町石地７１２","新潟県柏崎市西山町石地７１２","37.514359","138.666199","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7508"
"7509","礼拝郵便局","新潟県","〒949-4199 新潟県柏崎市西山町礼拝８０６－２","新潟県柏崎市西山町礼拝８０６－２","37.458416","138.66272","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7509"
"7510","荒浜駅前郵便局","新潟県","〒945-0399 新潟県刈羽郡刈羽村正明寺６２３－１","新潟県刈羽郡刈羽村正明寺６２３－１","37.403473","138.602097","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7510"
"7511","竹沢郵便局","新潟県","〒947-0299 新潟県長岡市山古志竹沢甲２７９０－１","新潟県長岡市山古志竹沢甲２７９０－１","37.324604","138.882782","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7511"
"7512","塚山郵便局","新潟県","〒949-5123 新潟県長岡市塚野山３０２７－１","新潟県長岡市塚野山３０２７－１","37.348949","138.726013","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7512"
"7513","来迎寺郵便局","新潟県","〒949-5499 新潟県長岡市来迎寺甲２５８５－３","新潟県長岡市来迎寺甲２５８５－３","37.396179","138.784149","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7513"
"7514","寺泊郵便局","新潟県","〒940-2599 新潟県長岡市寺泊大町９３５３－５９５","新潟県長岡市寺泊大町９３５３－５９５","37.644131","138.767471","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7514"
"7515","与板郵便局","新潟県","〒940-2499 新潟県長岡市与板町与板５２４－４","新潟県長岡市与板町与板５２４－４","37.54155","138.811661","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7515"
"7516","脇野町郵便局","新潟県","〒940-2399 新潟県長岡市脇野町８１９－３","新潟県長岡市脇野町８１９－３","37.500603","138.785461","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7516"
"7517","和島郵便局","新潟県","〒949-4599 新潟県長岡市小島谷３４３７－１","新潟県長岡市小島谷３４３７－１","37.560894","138.769135","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7517"
"7518","出雲崎郵便局","新潟県","〒949-4399 新潟県三島郡出雲崎町松本１００－１","新潟県三島郡出雲崎町松本１００－１","37.528412","138.72171","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7518"
"7519","今町郵便局","新潟県","〒954-0111 新潟県見附市今町４－５－１２","新潟県見附市今町４－５－１２","37.546051","138.889664","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7519"
"7520","羽生田郵便局","新潟県","〒959-1599 新潟県南蒲原郡田上町羽生田道下丙６２８－２","新潟県南蒲原郡田上町羽生田道下丙６２８－２","37.68766","139.078415","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7520"
"7521","弥彦郵便局","新潟県","〒959-0323 新潟県西蒲原郡弥彦村弥彦１０４３－１２","新潟県西蒲原郡弥彦村弥彦１０４３－１２","37.701176","138.830688","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7521"
"7522","分水郵便局","新潟県","〒959-0199 新潟県燕市分水旭町２－１－１","新潟県燕市分水旭町２－１－１","37.627232","138.844955","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7522"
"7523","月潟郵便局","新潟県","〒950-1304 新潟県新潟市南区月潟８９４－１","新潟県新潟市南区月潟８９４－１","37.729134","138.992676","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7523"
"7524","西川郵便局","新潟県","〒959-0499 新潟県新潟市西蒲区鱸１５４－１","新潟県新潟市西蒲区鱸１５４－１","37.792919","138.912262","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7524"
"7525","岩室郵便局","新潟県","〒953-0104 新潟県新潟市西蒲区岩室温泉８２８－２","新潟県新潟市西蒲区岩室温泉８２８－２","37.73386","138.837311","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7525"
"7526","津川郵便局","新潟県","〒959-4499 新潟県東蒲原郡阿賀町津川３５３２－２","新潟県東蒲原郡阿賀町津川３５３２－２","37.68256","139.455505","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7526"
"7527","上川郵便局","新潟県","〒959-4599 新潟県東蒲原郡阿賀町豊川甲４４５－２","新潟県東蒲原郡阿賀町豊川甲４４５－２","37.613457","139.46283","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7527"
"7528","三川郵便局","新潟県","〒959-4699 新潟県東蒲原郡阿賀町白崎７３１","新潟県東蒲原郡阿賀町白崎７３１","37.710434","139.385513","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7528"
"7529","松浜郵便局","新潟県","〒950-3199 新潟県新潟市北区松浜４－１０－５","新潟県新潟市北区松浜４－１０－５","37.953743","139.144928","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7529"
"7530","豊浦郵便局","新潟県","〒959-2323 新潟県新発田市乙次４８５－１","新潟県新発田市乙次４８５－１","37.915222","139.303909","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7530"
"7532","赤谷郵便局","新潟県","〒957-0464 新潟県新発田市上赤谷２６７６－１","新潟県新発田市上赤谷２６７６－１","37.834454","139.391449","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7532"
"7533","菅谷郵便局","新潟県","〒959-2599 新潟県新発田市菅谷１１２０－１","新潟県新発田市菅谷１１２０－１","37.984943","139.41243","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7533"
"7534","加治郵便局","新潟県","〒959-2499 新潟県新発田市三日市道上２２５－５","新潟県新発田市三日市道上２２５－５","37.964245","139.362595","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7534"
"7535","黒川郵便局","新潟県","〒959-2807 新潟県胎内市黒川１２８７－４","新潟県胎内市黒川１２８７－４","38.07402","139.438828","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7535"
"7536","紫雲寺郵便局","新潟県","〒957-0299 新潟県新発田市稲荷岡２０８６","新潟県新発田市稲荷岡２０８６","38.016033","139.323685","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7536"
